"Termos","Freq","Código"
"lassanc",1,2944
"lasso",21,2945
"last",17,2946
"lastli",2,2947
"late",3,2948
"latent",33,2949
"later",9,2950
"latin",3,2951
"lation",4,2952
"latter",4,2953
"lattic",12,2954
"launch",1,2955
"laureano",1,2956
"lavag",1,2957
"lavra",8,2958
"law",16,2959
"lawson",1,2960
"layer",1,2961
"lead",25,2962
"leader",1,2963
"leaf",7,2964
"leafi",1,2965
"leagu",4,2966
"leakag",1,2967
"leal",1,2968
"leão",3,2969
"learn",58,2970
"leas",4,2971
"least",34,2972
"leather",1,2973
"leav",10,2974
"lectur",1,2975
"led",5,2976
"lee",6,2977
"left",5,2978
"leftov",1,2979
"leg",1,2980
"legal",1,2981
"legendr",3,2982
"legisl",6,2983
"legislatur",3,2984
"lehmann",1,2985
"leibler",1,2986
"leishmaniasi",8,2987
"leiva",2,2988
"lem",1,2989
"lemeshow",1,2990
"lemma",3,2991
"lemo",3,2992
"lenart",1,2993
"leng",1,2994
"length",22,2995
"leocádia",1,2996
"leonardi",1,2997
"leprosi",9,2998
"lerai",1,2999
"lesion",1,3000
"less",26,3001
"lesson",1,3002
"let",5,3003
"lethal",15,3004
"letícia",1,3005
"lettuc",1,3006
"leve",1,3007
"level",77,3008
"leven",1,3009
"levenberg",1,3010
"leverag",5,3011
"lexicon",4,3012
"lfo",1,3013
"liao",2,3014
"liber",4,3015
"liberti",1,3016
"librari",2,3017
"librarian",1,3018
"licania",2,3019
"lid",2,3020
"lie",1,3021
"lieb",2,3022
"life",50,3023
"lifetim",5,3024
"ligcr",2,3025
"light",12,3026
"lighter",1,3027
"likag",1,3028
"like",26,3029
"likehood",3,3030
"likelihood",112,3031
"likert",1,3032
"lima",9,3033
"limb",6,3034
"limit",51,3035
"lindlei",5,3036
"line",24,3037
"lineabl",3,3038
"linear",171,3039
"linearli",3,3040
"ling",1,3041
"link",26,3042
"linkag",4,3043
"lisa",1,3044
"list",8,3045
"listen",1,3046
"litecoin",3,3047
"liter",2,3048
"litera",1,3049
"literatur",86,3050
"liti",1,3051
"littl",11,3052
"liu",1,3053
"live",13,3054
"livelihood",1,3055
"liver",1,3056
"livestock",1,3057
"lkj",3,3058
"llr",3,3059
"local",47,3060
"locat",48,3061
"loci",1,3062
"locomot",4,3063
"lod",1,3064
"log",40,3065
"logarithm",9,3066
"logaritm",2,3067
"logenet",1,3068
"logic",11,3069
"logician",2,3070
"logist",83,3071
"logístico",2,3072
"logisticregress",1,3073
"logit",6,3074
"lognorm",1,3075
"lomax",11,3076
"long",29,3077
"longer",10,3078
"longev",2,3079
"longitudin",30,3080
"loo",1,3081
"look",11,3082
"lope",1,3083
"lópez",1,3084
"lopment",1,3085
"loschi",2,3086
"loss",33,3087
"lost",1,3088
"lot",5,3089
"loui",1,3090
"lourd",1,3091
"love",1,3092
"low",39,3093
"lower",34,3094
"lowest",11,3095
"lpml",1,3096
"lstm",6,3097
"ltm",1,3098
"ltn",1,3099
"luat",1,3100
"luca",1,3101
"lucía",1,3102
"lucki",1,3103
"lue",1,3104
"luí",1,3105
"luiz",6,3106
"lula",1,3107
"lunch",1,3108
"lung",3,3109
"lupu",2,3110
"lusia",1,3111
"luster",1,3112
"lusternik",2,3113
"luxburg",1,3114
"lyapunov",4,3115
"lymphocyt",2,3116
"lynx",2,3117
"m³",4,3118
"mac",1,3119
"macaé",11,3120
"macanes",1,3121
"machado",1,3122
"machin",51,3123
"machineri",1,3124
"macro",2,3125
"macroeconom",1,3126
"macroeconomi",1,3127
"macronutri",4,3128
"maddala",2,3129
"made",47,3130
"mae",2,3131
"magazin",1,3132
"magé",1,3133
"magnesium",2,3134
"magnet",2,3135
"magnitud",4,3136
"mahalanobi",2,3137
"mai",78,3138
"maia",1,3139
"mail",5,3140
"main",107,3141
"mainli",34,3142
"maintain",9,3143
"mainten",4,3144
"maiz",5,3145
"major",14,3146
"make",82,3147
"makeham",5,3148
"maker",3,3149
"makespan",1,3150
"mal",1,3151
"malc",2,3152
"malcev",1,3153
"male",8,3154
"malform",1,3155
"manag",52,3156
"manaíra",2,3157
"manc",1,3158
"mandatori",1,3159
"mangabeira",1,3160
"manganes",1,3161
"mango",3,3162
"mangrov",1,3163
"manguinho",1,3164
"mani",59,3165
"manifest",5,3166
"manifold",4,3167
"manioc",1,3168
"manipul",1,3169
"manjuba",1,3170
"mann",2,3171
"manner",3,3172
"manova",2,3173
"manual",2,3174
"manuscript",1,3175
"map",23,3176
"mape",1,3177
"mar",8,3178
"marcela",1,3179
"marcelino",1,3180
"marcelo",1,3181
"march",14,3182
"marchenko",1,3183
"marchesin",1,3184
"márcia",1,3185
"marcio",2,3186
"marcond",3,3187
"marcondesfilhoufrgsbr",1,3188
"margin",28,3189
"maria",5,3190
"mariana",3,3191
"marianna",1,3192
"maricá",1,3193
"marin",1,3194
"maringá",1,3195
"mark",9,3196
"marker",24,3197
"market",41,3198
"markov",25,3199
"markovian",1,3200
"markowitz",1,3201
"marqu",2,3202
"marquadt",1,3203
"marri",1,3204
"marron",2,3205
"martin",8,3206
"mass",22,3207
"massiv",1,3208
"master",40,3209
"mastiti",2,3210
"match",9,3211
"matema´tica",4,3212
"matemática",25,3213
"materi",8,3214
"matern",28,3215
"matérn",3,3216
"math",2,3217
"mathemat",80,3218
"mathematician",1,3219
"matheu",2,3220
"matheurist",3,3221
"matingal",1,3222
"mation",3,3223
"mato",2,3224
"mator",1,3225
"matric",8,3226
"matrix",28,3227
"matsui",1,3228
"matter",6,3229
"matur",7,3230
"maurício",1,3231
"max",5,3232
"maxim",12,3233
"maximum",91,3234
"maykel",1,3235
"mbb",3,3236
"mcd",1,3237
"mcem",3,3238
"mcgeehin",1,3239
"mcmc",22,3240
"mcmcpack",1,3241
"mcnemar",2,3242
"mea",1,3243
"meal",1,3244
"mean",154,3245
"meaning",1,3246
"meantim",1,3247
"meanwhil",1,3248
"measur",157,3249
"meat",2,3250
"mechan",18,3251
"meck",1,3252
"med",1,3253
"medeiro",2,3254
"medi",1,3255
"media",4,3256
"median",13,3257
"mediat",3,3258
"medic",10,3259
"medicin",5,3260
"médico",13,3261
"medium",7,3262
"medlin",1,3263
"medoid",1,3264
"meester",3,3265
"meet",7,3266
"meier",4,3267
"mellin",2,3268
"melo",1,3269
"melon",1,3270
"member",3,3271
"membership",5,3272
"memori",16,3273
"men",6,3274
"mendonça",1,3275
"mendoza",1,3276
"menez",3,3277
"ment",3,3278
"mental",10,3279
"mentat",1,3280
"mention",11,3281
"merced",3,3282
"merg",1,3283
"merit",1,3284
"meriti",1,3285
"merou",1,3286
"merton",2,3287
"merw",1,3288
"mesh",3,3289
"mesophyil",2,3290
"mesoregion",2,3291
"mesquita",1,3292
"mestr",2,3293
"mestrado",22,3294
"met",2,3295
"metabelian",2,3296
"metabol",1,3297
"metal",1,3298
"metallurgi",1,3299
"metastas",1,3300
"metastasi",3,3301
"metastat",1,3302
"meteorolog",11,3303
"meteorologi",1,3304
"meth",2,3305
"method",456,3306
"methodolog",11,3307
"methodologi",117,3308
"método",1,3309
"metric",31,3310
"metriz",6,3311
"metropol",1,3312
"metropoli",9,3313
"metropolitan",15,3314
"metropolitana",1,3315
"mfa",1,3316
"mgcfa",1,3317
"mgplant",1,3318
"mial",1,3319
"mice",3,3320
"michel",1,3321
"micro",1,3322
"microarrai",4,3323
"microb",1,3324
"microbi",2,3325
"microdata",1,3326
"microorgan",2,3327
"microregion",1,3328
"micruru",3,3329
"middl",2,3330
"midwest",4,3331
"might",6,3332
"miguel",1,3333
"mild",3,3334
"milder",1,3335
"mildmoder",1,3336
"militari",7,3337
"milk",7,3338
"millet",2,3339
"milligram",1,3340
"million",6,3341
"milp",2,3342
"min",4,3343
"mina",11,3344
"minat",1,3345
"mind",1,3346
"mine",9,3347
"mineira",1,3348
"miner",4,3349
"minim",22,3350
"minimax",1,3351
"minimum",19,3352
"ministri",6,3353
"minla",2,3354
"minut",7,3355
"mirabelli",1,3356
"miramar",1,3357
"miranda",1,3358
"miscellan",1,3359
"misclassif",3,3360
"miseri",1,3361
"misinform",1,3362
"miss",27,3363
"missing",1,3364
"missingdata",1,3365
"missov",2,3366
"misspecif",3,3367
"misspecifi",1,3368
"mistakenli",1,3369
"misto",1,3370
"mitig",3,3371
"mitochondri",1,3372
"mix",51,3373
"mixtur",76,3374
"miyagaki",1,3375
"mizat",1,3376
"mkukx",1,3377
"mle",1,3378
"mlgm",1,3379
"mlj",4,3380
"mme",1,3381
"mmer",1,3382
"mmq",1,3383
"mmyear",1,3384
"mnv",1,3385
"mobil",14,3386
"mobilidad",1,3387
"mod",3,3388
"modal",6,3389
"modat",1,3390
"mode",16,3391
"model",1336,3392
"modelo",2,3393
"moder",5,3394
"modern",3,3395
"modernitycoloni",1,3396
"modif",1,3397
"modifi",25,3398
"modul",3,3399
"modular",2,3400
"moisé",1,3401
"mold",1,3402
"molecular",7,3403
"molina",1,3404
"momat",1,3405
"moment",31,3406
"momentum",1,3407
"moni",1,3408
"monitor",32,3409
"monli",1,3410
"monographi",2,3411
"monoton",5,3412
"mont",64,3413
"montana",1,3414
"montcho",1,3415
"monteiro",1,3416
"montgomeri",1,3417
"month",19,3418
"monthli",10,3419
"mood",2,3420
"moor",2,3421
"morai",1,3422
"moral",1,3423
"moran",7,3424
"moratl",1,3425
"morbid",3,3426
"moreira",1,3427
"moreov",6,3428
"morn",2,3429
"morphism",1,3430
"morphometri",2,3431
"mors",2,3432
"mortal",82,3433
"mosaic",5,3434
"moser",1,3435
"mosquito",4,3436
"mostli",7,3437
"mota",1,3438
"mother",18,3439
"motiv",16,3440
"motlagh",1,3441
"motor",8,3442
"motta",2,3443
"mountain",11,3444
"move",20,3445
"movement",9,3446
"movielen",1,3447
"moysé",4,3448
"mpca",2,3449
"mpl",2,3450
"mra",1,3451
"mrj",2,3452
"msa",1,3453
"msc",34,3454
"mscuniversidad",1,3455
"mse",2,3456
"mtd",3,3457
"much",17,3458
"mulat",1,3459
"multi",11,3460
"multiclass",3,3461
"multicollinear",2,3462
"multicriteria",1,3463
"multidimension",2,3464
"multifactor",1,3465
"multifunct",1,3466
"multigroup",2,3467
"multilater",2,3468
"multilay",3,3469
"multilevel",1,3470
"multilinear",2,3471
"multilog",1,3472
"multimod",1,3473
"multimodel",4,3474
"multinomi",17,3475
"multipar",1,3476
"multiparti",3,3477
"multipartit",2,3478
"multiperiod",4,3479
"multiphas",4,3480
"multipl",44,3481
"multipli",3,3482
"multiquadr",2,3483
"multisystem",1,3484
"multitud",1,3485
"multivari",53,3486
"multiwai",2,3487
"municip",72,3488
"muriaé",2,3489
"muscl",2,3490
"musetti",1,3491
"mussur",1,3492
"must",8,3493
"mutat",5,3494
"mutual",2,3495
"mve",1,3496
"mvp",1,3497
"myalgia",1,3498
"mycosi",1,3499
"myriad",1,3500
"n-",1,3501
"nacion",17,3502
"nadam",1,3503
"nagarwalla",1,3504
"nagata",1,3505
"nagelkerk",1,3506
"naiv",5,3507
"naïv",1,3508
"nal",1,3509
"nalli",2,3510
"name",16,3511
"naor",1,3512
"napoleão",1,3513
"nar",1,3514
"narr",1,3515
"narrow",2,3516
"nascimento",12,3517
"nash",2,3518
"nasha",1,3519
"nashb",1,3520
"nashc",1,3521
"nashd",1,3522
"natal",1,3523
"natália",1,3524
"natalrn",2,3525
"nation",34,3526
"nativ",5,3527
"natur",39,3528
"naturai",1,3529
"navier",2,3530
"nce",1,3531
"near",4,3532
"nearbi",1,3533
"nearest",6,3534
"nearli",3,3535
"necess",4,3536
"necessa´rio",2,3537
"necessari",42,3538
"necessarili",3,3539
"need",57,3540
"neg",43,3541
"negat",1,3542
"neglect",3,3543
"negoti",2,3544
"negro",1,3545
"nehari",3,3546
"neighbor",10,3547
"neighborhood",29,3548
"neighbourhood",1,3549
"nekoukh",1,3550
"nel",1,3551
"nelder",1,3552
"nelson",2,3553
"nematod",4,3554
"nemeth",2,3555
"nential",1,3556
"neoliber",1,3557
"neonat",11,3558
"neoplasia",3,3559
"neoplasm",2,3560
"neou",1,3561
"neral",2,3562
"nerat",1,3563
"nerilson",1,3564
"neriolson",1,3565
"nest",19,3566
"net",3,3567
"netflix",1,3568
"neto",9,3569
"netwok",1,3570
"network",98,3571
"neumann",3,3572
"neural",36,3573
"neurodegen",1,3574
"neurolog",2,3575
"neuron",1,3576
"neuroplast",1,3577
"neutral",1,3578
"never",2,3579
"nevertheless",1,3580
"new",140,3581
"newborn",8,3582
"newton",5,3583
"newtonian",7,3584
"next",8,3585
"nfl",4,3586
"ngth",1,3587
"nibw",1,3588
"nielsen",4,3589
"nific",1,3590
"nig",5,3591
"night",6,3592
"nilópoli",1,3593
"nilpot",4,3594
"nine",2,3595
"nineteen",1,3596
"niqu",1,3597
"nir",7,3598
"nirenberg",1,3599
"nitosol",1,3600
"nitro",2,3601
"nitrogen",6,3602
"nmi",1,3603
"nnibw",1,3604
"nº",2,3605
"nóbrega",1,3606
"nocturn",1,3607
"node",4,3608
"nogueira",1,3609
"nois",12,3610
"nomenon",1,3611
"nomic",1,3612
"nomin",2,3613
"non",123,3614
"nonassoci",1,3615
"noncaus",2,3616
"none",1,3617
"nonempti",1,3618
"nonetheless",1,3619
"nonic",1,3620
"nonlinear",36,3621
"nonloc",5,3622
"nonneg",4,3623
"nonparametr",12,3624
"nonrespons",6,3625
"nonstandard",1,3626
"norm",3,3627
"norma",1,3628
"normal",123,3629
"nort",1,3630
"north",8,3631
"northeast",14,3632
"northeastern",1,3633
"northern",3,3634
"nosi",1,3635
"notabl",1,3636
"note",11,3637
"notebook",11,3638
"noteworthi",1,3639
"notic",1,3640
"notif",5,3641
"notifi",5,3642
"notion",4,3643
"notivisa",2,3644
"nott",1,3645
"noulli",1,3646
"nova",2,3647
"novel",6,3648
"novellino",2,3649
"novemb",5,3650
"novo",1,3651
"now",7,3652
"nowadai",4,3653
"nsf",3,3654
"nucleotid",7,3655
"nucleu",1,3656
"nugget",1,3657
"null",10,3658
"num",1,3659
"number",128,3660
"nume",4,3661
"numer",34,3662
"nune",2,3663
"nuou",1,3664
"nut",6,3665
"nutrient",8,3666
"nutrit",5,3667
"nutritio",1,3668
"nuyen",1,3669
"nvef",1,3670
"obei",2,3671
"obes",4,3672
"objec",1,3673
"object",151,3674
"objet",2,3675
"obser",1,3676
"observ",187,3677
"observati",1,3678
"obstacl",3,3679
"obstetr",2,3680
"obtain",222,3681
"obtenc¸~o",2,3682
"occas",1,3683
"occup",6,3684
"occupi",3,3685
"occur",36,3686
"occurr",41,3687
"octob",7,3688
"odd",13,3689
"offend",2,3690
"offens",3,3691
"offer",17,3692
"offic",7,3693
"offici",5,3694
"officinarum",2,3695
"offlin",1,3696
"often",20,3697
"ogk",2,3698
"oglinum",6,3699
"oil",5,3700
"old",6,3701
"older",10,3702
"oldroyd",3,3703
"olean",1,3704
"oli´mpio",1,3705
"oliveira",12,3706
"ollg",2,3707
"omap",1,3708
"omdd",1,3709
"omic",2,3710
"omit",1,3711
"ommd",1,3712
"omnipres",1,3713
"onal",3,3714
"oncocent",1,3715
"oncologi",3,3716
"onlin",2,3717
"onset",6,3718
"onto",1,3719
"onward",1,3720
"open",17,3721
"openbug",1,3722
"opendatasu",1,3723
"openfoam",1,3724
"oper",39,3725
"opinion",1,3726
"opisthonema",2,3727
"opm",11,3728
"oppon",1,3729
"opportun",3,3730
"opposit",2,3731
"oppress",1,3732
"opti",1,3733
"optim",48,3734
"optimum",1,3735
"option",19,3736
"oral",3,3737
"orang",7,3738
"orbit",1,3739
"orchard",1,3740
"order",139,3741
"ordin",2,3742
"ordinari",5,3743
"organ",18,3744
"organis",3,3745
"ori",1,3746
"orient",2,3747
"origin",28,3748
"oriza",1,3749
"orthogon",1,3750
"orthonorm",2,3751
"orthoped",6,3752
"orthosi",2,3753
"orthot",5,3754
"oryza",5,3755
"oryzasnp",1,3756
"oscil",1,3757
"oshiro",1,3758
"osório",1,3759
"ospina",2,3760
"ossifo",1,3761
"osteoid",1,3762
"osteosarcoma",3,3763
"ostro",2,3764
"ota",1,3765
"other",25,3766
"otherwis",3,3767
"otto",1,3768
"outbreak",3,3769
"outcom",22,3770
"outdat",1,3771
"outer",4,3772
"outflow",1,3773
"outli",3,3774
"outlier",48,3775
"outpati",1,3776
"outperform",5,3777
"output",5,3778
"outsid",2,3779
"outskirt",2,3780
"ouvindo",2,3781
"ovejero",1,3782
"overal",5,3783
"overcom",5,3784
"overcrowd",2,3785
"overdi",2,3786
"overdipers",1,3787
"overdispers",14,3788
"overestim",2,3789
"overfit",2,3790
"overlap",3,3791
"overload",1,3792
"overview",1,3793
"overweight",2,3794
"overweightobes",1,3795
"overwheight",2,3796
"overwhelm",1,3797
"own",1,3798
"oxalá",1,3799
"oxid",1,3800
"pack",2,3801
"packag",21,3802
"padm",1,3803
"pagan",1,3804
"page",1,3805
"pagerank",1,3806
"pai",3,3807
"paid",4,3808
"pain",3,3809
"pair",24,3810
"paiva",1,3811
"paixão",1,3812
"palai",1,3813
"palavra",2,3814
"palmer",1,3815
"pam",2,3816
"pandem",47,3817
"pandemic´",2,3818
"panel",5,3819
"pani",1,3820
"panicl",1,3821
"panorama",1,3822
"pão",1,3823
"paola",1,3824
"papaya",6,3825
"paper",21,3826
"paquetá",7,3827
"para",5,3828
"para´",1,3829
"parabol",2,3830
"paradigm",4,3831
"paradox",1,3832
"paraiba",12,3833
"paraíba",15,3834
"paraibano",1,3835
"parallel",3,3836
"param",2,3837
"paramet",199,3838
"parameter",10,3839
"parametr",45,3840
"paramount",4,3841
"paraná",6,3842
"parasit",1,3843
"paratib",2,3844
"parcel",1,3845
"pardo",6,3846
"pare",2,3847
"parent",2,3848
"parentsguardian",1,3849
"pareto",6,3850
"pariti",3,3851
"park",2,3852
"parliamentari",1,3853
"parsimoni",4,3854
"part",36,3855
"partcensreg",1,3856
"parti",7,3857
"partial",42,3858
"particip",17,3859
"particl",29,3860
"particul",2,3861
"particular",38,3862
"particularli",11,3863
"partit",16,3864
"partner",2,3865
"partnership",1,3866
"parturit",1,3867
"pass",21,3868
"passag",1,3869
"passer",1,3870
"past",11,3871
"pastur",2,3872
"patch",3,3873
"path",5,3874
"pathogen",2,3875
"patholog",1,3876
"pathologi",4,3877
"pathologiescondit",1,3878
"pathologist",1,3879
"pathophysiolog",1,3880
"pathophysiologi",1,3881
"pathwai",2,3882
"patient",42,3883
"patriota",1,3884
"pattern",50,3885
"paula",1,3886
"paulo",68,3887
"pave",1,3888
"payment",1,3889
"paysandú",1,3890
"pbib",1,3891
"pbq",1,3892
"pca",2,3893
"pci",2,3894
"pcout",3,3895
"pde",1,3896
"pdlomax",1,3897
"peac",1,3898
"peak",2,3899
"pearanc",1,3900
"pearson",6,3901
"pect",1,3902
"peculiar",4,3903
"pedagog",2,3904
"pediatr",1,3905
"pedro",2,3906
"peel",2,3907
"peixoto",1,3908
"penal",15,3909
"penalti",2,3910
"pendenc",1,3911
"pendent",1,3912
"penha",1,3913
"penitentiari",1,3914
"penros",2,3915
"pension",7,3916
"pentaspher",1,3917
"peña",3,3918
"peopl",23,3919
"pepper",3,3920
"peptid",1,3921
"per",26,3922
"pera",1,3923
"perceiv",11,3924
"percentag",24,3925
"percentagem",2,3926
"percentil",1,3927
"percept",6,3928
"perceptron",3,3929
"perceptu",1,3930
"percol",3,3931
"percola",1,3932
"pereira",10,3933
"perez",2,3934
"perfor",1,3935
"perform",267,3936
"peri",1,3937
"periclin",1,3938
"periment",1,3939
"perinat",2,3940
"period",90,3941
"peripartum",2,3942
"perman",7,3943
"permanent",1,3944
"permeabl",1,3945
"permeat",1,3946
"permit",8,3947
"permut",4,3948
"pernambuco",2,3949
"perpetr",2,3950
"perpetu",1,3951
"persion",2,3952
"persist",9,3953
"person",18,3954
"perspect",8,3955
"pertin",2,3956
"perturb",3,3957
"pessoa",12,3958
"pessoapb",1,3959
"pest",3,3960
"pesticid",11,3961
"peternelli",3,3962
"petrobra",4,3963
"petrópo",1,3964
"petrópoli",5,3965
"petrosyan",2,3966
"pettitt",1,3967
"pev",1,3968
"phan",1,3969
"phase",15,3970
"phd",1,3971
"phe",1,3972
"phenomena",16,3973
"phenomenon",10,3974
"phenotyp",11,3975
"phosphatas",1,3976
"phosphoru",2,3977
"photograph",1,3978
"photographi",1,3979
"photosynthesi",1,3980
"phy",1,3981
"phylogenet",3,3982
"physic",20,3983
"physico",1,3984
"physicochem",1,3985
"physiolog",2,3986
"phytas",4,3987
"piauí",1,3988
"pick",1,3989
"pictur",1,3990
"piec",1,3991
"pigwe",1,3992
"pilão",1,3993
"pile",1,3994
"pimentel",1,3995
"pinheiro",1,3996
"pinho",2,3997
"pink",2,3998
"pino",2,3999
"pinu",1,4000
"pipe",1,4001
"pittsburgh",1,4002
"pixel",13,4003
"place",17,4004
"plai",13,4005
"plan",29,4006
"planar",1,4007
"planet",1,4008
"plano",1,4009
"plant",46,4010
"plantat",2,4011
"plastic",5,4012
"plate",3,4013
"platform",5,4014
"plausibl",2,4015
"play",1,4016
"player",3,4017
"ple",3,4018
"pleasant",1,4019
"pleiotrop",1,4020
"plete",2,4021
"plicat",1,4022
"pling",1,4023
"plot",16,4024
"plu",1,4025
"pluviometr",3,4026
"pmaq",17,4027
"pmf",1,4028
"pmga",1,4029
"pmle",3,4030
"pmm",3,4031
"pnad",2,4032
"pndc",1,4033
"pneumonia",1,4034
"pó",20,4035
"po´",1,4036
"podgórski",1,4037
"poi",1,4038
"point",88,4039
"pointwis",1,4040
"poiseuil",2,4041
"poison",5,4042
"poisson",45,4043
"pole",2,4044
"poli",3,4045
"polic",8,4046
"policarpo",2,4047
"polici",43,4048
"polinomi",2,4049
"polit",10,4050
"pollut",10,4051
"polo",1,4052
"pólya",5,4053
"polygon",5,4054
"polymer",1,4055
"polymorph",6,4056
"polynomi",31,4057
"polypropylen",2,4058
"polytom",3,4059
"pomi",1,4060
"pominar",1,4061
"pomp",2,4062
"pond",1,4063
"ponenti",1,4064
"pool",4,4065
"poor",7,4066
"poorest",1,4067
"poorli",1,4068
"pope",2,4069
"popu",1,4070
"popul",106,4071
"popular",8,4072
"populationdistribut",1,4073
"pore",4,4074
"pork",1,4075
"poros",2,4076
"porou",8,4077
"porpus",1,4078
"port",2,4079
"portabl",1,4080
"portal",4,4081
"portfolio",11,4082
"portion",4,4083
"porto",5,4084
"portrai",2,4085
"portugues",2,4086
"pose",6,4087
"posed",2,4088
"poset",6,4089
"posit",76,4090
"positividad",1,4091
"possess",4,4092
"possibl",124,4093
"possibli",7,4094
"post",6,4095
"posterior",19,4096
"posteriori",8,4097
"postgradu",16,4098
"postop",1,4099
"postpartum",9,4100
"postpon",1,4101
"postur",1,4102
"potassium",2,4103
"potato",1,4104
"potenci",1,4105
"potenti",39,4106
"pothesi",1,4107
"pour",1,4108
"poverti",1,4109
"pow",1,4110
"power",33,4111
"poyiadji",1,4112
"ppm",5,4113
"practic",43,4114
"pragmat",7,4115
"prate",3,4116
"prawitz",4,4117
"pre",20,4118
"prec",5,4119
"precar",4,4120
"precari",5,4121
"precast",7,4122
"precautionari",1,4123
"preced",1,4124
"precipit",11,4125
"precis",41,4126
"precoc",1,4127
"precondition",1,4128
"predatori",1,4129
"predcit",1,4130
"predecessor",1,4131
"predetermin",2,4132
"predic",3,4133
"predict",146,4134
"predictor",14,4135
"predomin",4,4136
"predominantli",3,4137
"prefer",12,4138
"pregnanc",23,4139
"pregnancyresult",1,4140
"pregnant",10,4141
"prejud",1,4142
"prejudic",1,4143
"preliminari",2,4144
"prematur",7,4145
"premis",1,4146
"prenat",7,4147
"prepar",7,4148
"prepartum",1,4149
"preponder",1,4150
"prepregn",2,4151
"preprint",2,4152
"preprocess",1,4153
"preschool",1,4154
"prescript",1,4155
"presen",1,4156
"presenc",58,4157
"present",355,4158
"preserv",4,4159
"presid",1,4160
"presidenti",4,4161
"press",1,4162
"pressur",10,4163
"prestress",3,4164
"presum",1,4165
"presuppos",2,4166
"presupposit",1,4167
"preterm",11,4168
"preval",21,4169
"prevent",11,4170
"previou",12,4171
"previous",3,4172
"price",64,4173
"primal",2,4174
"primari",35,4175
"primipar",1,4176
"primit",1,4177
"prin",1,4178
"princip",19,4179
"príncipe",4,4180
"principl",7,4181
"prior",36,4182
"priori",16,4183
"priorit",4,4184
"prioriti",7,4185
"prison",15,4186
"privaci",7,4187
"privat",13,4188
"priviledg",1,4189
"privileg",2,4190
"pro",11,4191
"proach",2,4192
"prob",1,4193
"proba",1,4194
"probabil",1,4195
"probabili",1,4196
"probabilist",20,4197
"probabl",90,4198
"probit",3,4199
"problem",206,4200
"proce",4,4201
"procedur",40,4202
"proceed",1,4203
"process",243,4204
"procrust",2,4205
"produc",53,4206
"product",123,4207
"prof",12,4208
"profa",2,4209
"profess",1,4210
"profession",14,4211
"professor",1,4212
"profici",3,4213
"profil",36,4214
"profit",4,4215
"profound",1,4216
"prognosi",3,4217
"prognost",1,4218
"program",66,4219
"programa",21,4220
"progress",11,4221
"prohibit",2,4222
"project",17,4223
"prokaryot",1,4224
"prolat",1,4225
"prolong",2,4226
"promin",2,4227
"promis",13,4228
"promot",14,4229
"prone",1,4230
"proof",7,4231
"propag",6,4232
"propens",3,4233
"proper",6,4234
"properli",8,4235
"properti",49,4236
"propo",1,4237
"proport",50,4238
"propos",374,4239
"proposit",4,4240
"proprieti",1,4241
"propuls",1,4242
"prospect",4,4243
"prosper",1,4244
"prosthes",3,4245
"prosthesi",2,4246
"protect",11,4247
"protein",6,4248
"proteom",3,4249
"protocol",5,4250
"prove",49,4251
"proven",2,4252
"provid",76,4253
"provis",2,4254
"provision",3,4255
"provok",1,4256
"proxi",1,4257
"proxim",2,4258
"prune",2,4259
"pseudo",5,4260
"pseudometr",1,4261
"pseudometriz",2,4262
"psm",4,4263
"pspp",1,4264
"psv",1,4265
"psychic",1,4266
"psycho",2,4267
"psycholog",9,4268
"psychometr",5,4269
"psychometri",1,4270
"psychosoci",1,4271
"ptt",1,4272
"public",70,4273
"publish",6,4274
"pubm",2,4275
"puerper",4,4276
"pulmonari",2,4277
"pulp",2,4278
"pumi",1,4279
"punctual",3,4280
"punish",1,4281
"purchas",6,4282
"pure",5,4283
"purpo",1,4284
"purpos",40,4285
"pursu",1,4286
"pursuit",1,4287
"put",4,4288
"pwm",3,4289
"pyricularia",1,4290
"python",1,4291
"qadl",2,4292
"qgi",1,4293
"qiz",1,4294
"qmr",2,4295
"qol",1,4296
"qtl",3,4297
"quadrat",12,4298
"qualif",4,4299
"qualifi",4,4300
"qualit",10,4301
"qualiti",103,4302
"quan",1,4303
"quando",1,4304
"quantif",9,4305
"quantifi",7,4306
"quantil",79,4307
"quantit",33,4308
"quantiti",11,4309
"quarantin",1,4310
"quarter",3,4311
"quartil",1,4312
"quasi",17,4313
"quasilinear",2,4314
"quasipseudometr",1,4315
"quatil",1,4316
"que",1,4317
"queiroz",3,4318
"quenc",1,4319
"queri",2,4320
"question",14,4321
"questionnair",9,4322
"queue",1,4323
"quick",2,4324
"quickli",1,4325
"quit",3,4326
"quota",1,4327
"quotat",1,4328
"r®",1,4329
"r²",1,4330
"rabbit",9,4331
"rabin",2,4332
"rabinowitz",3,4333
"race",7,4334
"racecolor",8,4335
"raceskin",1,4336
"racial",2,4337
"racism",5,4338
"racter",1,4339
"ractiv",1,4340
"radial",2,4341
"radiu",6,4342
"rafteri",1,4343
"rage",1,4344
"rai",2,4345
"raimundo",3,4346
"rain",4,4347
"rainf",3,4348
"rainfal",18,4349
"raini",4,4350
"rais",2,4351
"rake",2,4352
"rallison",1,4353
"ralph",2,4354
"rama",1,4355
"ramet",1,4356
"ran",1,4357
"rand",3,4358
"random",129,4359
"randomli",8,4360
"rang",25,4361
"rank",3,4362
"rao",3,4363
