"Termos","Freq","Documento","IES"
"present",2,12,1
"privat",1,12,1
"public",1,12,1
"ration",1,12,1
"refer",1,12,1
"resourc",1,12,1
"result",3,12,1
"rochel",1,12,1
"search",2,12,1
"second",1,12,1
"seek",2,12,1
"show",1,12,1
"signific",1,12,1
"sinc",1,12,1
"socioeconom",1,12,1
"stand",1,12,1
"still",2,12,1
"strategi",1,12,1
"strauch",1,12,1
"strong",1,12,1
"studi",1,12,1
"sustain",6,12,1
"sustentável",1,12,1
"system",3,12,1
"target",1,12,1
"teresina",3,12,1
"therefor",1,12,1
"thu",1,12,1
"traffic",1,12,1
"transport",5,12,1
"urban",7,12,1
"urbana",1,12,1
"urbano",1,12,1
"vehicl",1,12,1
"wai",1,12,1
"well",1,12,1
"work",1,12,1
"year",1,12,1
"academ",1,13,1
"accomplish",1,13,1
"adequ",1,13,1
"adopt",3,13,1
"advanc",1,13,1
"advantag",1,13,1
"advisor",1,13,1
"also",1,13,1
"altern",1,13,1
"andrea",1,13,1
"approach",2,13,1
"aragão",1,13,1
"around",1,13,1
"base",2,13,1
"becom",1,13,1
"besid",1,13,1
"censu",5,13,1
"census",2,13,1
"check",1,13,1
"ciência",1,13,1
"collect",7,13,1
"commiss",1,13,1
"compar",1,13,1
"concern",2,13,1
"condit",1,13,1
"contribut",1,13,1
"cost",1,13,1
"countri",2,13,1
"covid",1,13,1
"data",3,13,1
"databas",1,13,1
"defin",1,13,1
"demograph",5,13,1
"diniz",1,13,1
"divis",1,13,1
"done",1,13,1
"due",2,13,1
"econom",1,13,1
"escola",1,13,1
"essenti",1,13,1
"estatística",1,13,1
"europ",1,13,1
"eusébio",1,13,1
"factor",1,13,1
"follow",1,13,1
"fundament",1,13,1
"geograph",1,13,1
"higher",1,13,1
"hold",1,13,1
"hot",1,13,1
"ibg",1,13,1
"implement",1,13,1
"improv",1,13,1
"innov",1,13,1
"institut",1,13,1
"intern",1,13,1
"ipum",1,13,1
"issu",1,13,1
"kátia",1,13,1
"keyword",1,13,1
"literatur",1,13,1
"lower",1,13,1
"main",1,13,1
"materi",2,13,1
"mix",2,13,1
"mode",8,13,1
"move",1,13,1
"much",1,13,1
"multimod",1,13,1
"nacion",1,13,1
"nation",2,13,1
"now",1,13,1
"object",1,13,1
"observ",1,13,1
"oper",1,13,1
"pandem",1,13,1
"practic",1,13,1
"present",3,13,1
"príncipe",4,13,1
"program",1,13,1
"propos",2,13,1
"rate",1,13,1
"realiti",1,13,1
"recent",1,13,1
"relat",1,13,1
"relev",1,13,1
"respons",1,13,1
"são",4,13,1
"sens",1,13,1
"sequenc",1,13,1
"silva",1,13,1
"singl",1,13,1
"social",1,13,1
"stage",2,13,1
"statist",2,13,1
"studi",2,13,1
"taken",1,13,1
"technolog",1,13,1
"theme",1,13,1
"tomé",4,13,1
"topic",1,13,1
"unec",1,13,1
"unit",2,13,1
"unsd",1,13,1
"view",1,13,1
"will",1,13,1
"work",2,13,1
"world",1,13,1
"year",2,13,1
"–",2,14,1
"accept",1,14,1
"act",1,14,1
"advisor",2,14,1
"affirm",1,14,1
"africa",6,14,1
"aim",1,14,1
"also",1,14,1
"analyz",2,14,1
"ancestr",1,14,1
"ancestri",2,14,1
"appropri",1,14,1
"art",4,14,1
"artist",1,14,1
"assert",1,14,1
"associ",2,14,1
"barbara",1,14,1
"base",1,14,1
"batteri",1,14,1
"becom",1,14,1
"believ",1,14,1
"black",1,14,1
"bodi",1,14,1
"bond",1,14,1
"broad",1,14,1
"broken",1,14,1
"build",1,14,1
"can",1,14,1
"centuri",1,14,1
"ciência",1,14,1
"circul",1,14,1
"citi",1,14,1
"class",1,14,1
"cleans",1,14,1
"cobo",1,14,1
"coloni",1,14,1
"commun",1,14,1
"conceiv",1,14,1
"conclud",1,14,1
"consensu",1,14,1
"construct",1,14,1
"context",1,14,1
"creat",1,14,1
"cultur",3,14,1
"cut",1,14,1
"danc",1,14,1
"danger",1,14,1
"decoloni",3,14,1
"demarc",1,14,1
"deni",1,14,1
"displac",1,14,1
"disput",1,14,1
"dissert",1,14,1
"domin",2,14,1
"dress",1,14,1
"drink",1,14,1
"epistemicid",1,14,1
"escola",1,14,1
"estatística",1,14,1
"ethnic",1,14,1
"everydai",1,14,1
"exclus",1,14,1
"extermin",1,14,1
"faith",1,14,1
"favor",1,14,1
"fight",1,14,1
"flávia",1,14,1
"follow",1,14,1
"form",1,14,1
"free",1,14,1
"game",1,14,1
"garcia",1,14,1
"gener",2,14,1
"habit",2,14,1
"histor",1,14,1
"homogen",1,14,1
"hope",1,14,1
"hygienist",1,14,1
"ibg",1,14,1
"ident",1,14,1
"idl",1,14,1
"import",1,14,1
"instal",1,14,1
"instrument",1,14,1
"interfer",1,14,1
"intersect",1,14,1
"interven",1,14,1
"justifi",1,14,1
"keyword",1,14,1
"knowledg",2,14,1
"lamb",1,14,1
"littl",6,14,1
"live",1,14,1
"make",1,14,1
"mean",1,14,1
"mediat",1,14,1
"memori",2,14,1
"modernitycoloni",1,14,1
"movement",1,14,1
"much",1,14,1
"nacion",1,14,1
"natur",1,14,1
"normal",1,14,1
"object",1,14,1
"open",2,14,1
"oxalá",1,14,1
"path",1,14,1
"peopl",1,14,1
"place",1,14,1
"polici",1,14,1
"poor",1,14,1
"power",2,14,1
"present",1,14,1
"produc",1,14,1
"product",1,14,1
"project",1,14,1
"promot",1,14,1
"racism",2,14,1
"rang",1,14,1
"refer",1,14,1
"represent",2,14,1
"reproduc",1,14,1
"resist",2,14,1
"romai",1,14,1
"seek",1,14,1
"segreg",1,14,1
"sens",1,14,1
"sever",1,14,1
"sign",1,14,1
"sinc",1,14,1
"situat",1,14,1
"slaveri",1,14,1
"space",6,14,1
"standard",1,14,1
"subterranean",1,14,1
"take",1,14,1
"territori",7,14,1
"think",1,14,1
"tool",1,14,1
"tost",1,14,1
"uncivil",1,14,1
"understand",1,14,1
"wai",3,14,1
"worship",1,14,1
"zambi",1,14,1
"accord",1,15,1
"achiev",1,15,1
"activ",2,15,1
"address",1,15,1
"advisor",1,15,1
"aim",3,15,1
"also",1,15,1
"analysi",3,15,1
"analyz",4,15,1
"appear",1,15,1
"bibliographi",1,15,1
"bill",10,15,1
"brazilian",1,15,1
"can",1,15,1
"certain",1,15,1
"certif",1,15,1
"chamber",1,15,1
"chang",1,15,1
"ciência",1,15,1
"classif",5,15,1
"classifi",4,15,1
"combat",1,15,1
"comment",1,15,1
"compar",1,15,1
"compos",1,15,1
"concern",1,15,1
"consid",1,15,1
"content",1,15,1
"corrobor",1,15,1
"cover",1,15,1
"crime",2,15,1
"crimin",1,15,1
"deputi",4,15,1
"describ",2,15,1
"desiré",1,15,1
"discriminatori",1,15,1
"domest",1,15,1
"elect",2,15,1
"electionselector",1,15,1
"enact",2,15,1
"encourag",1,15,1
"escola",1,15,1
"estatística",1,15,1
"examin",1,15,1
"feder",1,15,1
"femal",6,15,1
"ferreira",1,15,1
"first",1,15,1
"five",1,15,1
"focus",2,15,1
"gender",1,15,1
"harass",1,15,1
"ibg",1,15,1
"identifi",2,15,1
"includ",1,15,1
"increas",1,15,1
"inequ",1,15,1
"interest",2,15,1
"introduct",1,15,1
"issu",3,15,1
"janeiro",2,15,1
"justif",1,15,1
"keyword",1,15,1
"labor",2,15,1
"law",3,15,1
"legisl",2,15,1
"legislatur",3,15,1
"mainli",1,15,1
"maria",2,15,1
"market",2,15,1
"marqu",1,15,1
"master",1,15,1
"matter",1,15,1
"nacion",1,15,1
"novellino",1,15,1
"object",1,15,1
"orient",1,15,1
"parliamentari",1,15,1
"particip",1,15,1
"penha",1,15,1
"period",1,15,1
"perspect",1,15,1
"polit",3,15,1
"practic",1,15,1
"pregnanc",1,15,1
"present",6,15,1
"previous",1,15,1
"prior",1,15,1
"process",2,15,1
"product",2,15,1
"prohibit",1,15,1
"project",2,15,1
"protect",1,15,1
"punish",1,15,1
"pursuit",1,15,1
"read",1,15,1
"recent",1,15,1
"relat",1,15,1
"represent",1,15,1
"requir",1,15,1
"result",2,15,1
"rio",2,15,1
"rosalino",1,15,1
"salet",1,15,1
"second",1,15,1
"select",1,15,1
"social",1,15,1
"specif",3,15,1
"stand",1,15,1
"state",2,15,1
"steril",1,15,1
"survei",1,15,1
"tempor",1,15,1
"test",1,15,1
"themat",4,15,1
"theme",4,15,1
"thesi",2,15,1
"topic",5,15,1
"two",2,15,1
"typif",1,15,1
"verifi",1,15,1
"viii",1,15,1
"violenc",3,15,1
"well",1,15,1
"within",1,15,1
"women",6,15,1
"access",2,16,1
"affect",2,16,1
"american",1,16,1
"analysi",1,16,1
"approach",1,16,1
"area",1,16,1
"argu",1,16,1
"assum",2,16,1
"backdrop",1,16,1
"base",3,16,1
"blind",1,16,1
"bound",1,16,1
"call",1,16,1
"can",1,16,1
"capabl",1,16,1
"carlo",2,16,1
"case",1,16,1
"choic",1,16,1
"compar",1,16,1
"complementari",1,16,1
"comput",1,16,1
"concept",4,16,1
"connect",2,16,1
"consid",2,16,1
"consist",1,16,1
"critic",2,16,1
"deepen",1,16,1
"definit",1,16,1
"densiti",2,16,1
"design",1,16,1
"differ",2,16,1
"difficult",2,16,1
"difficulti",1,16,1
"dissert",1,16,1
"distribut",1,16,1
"due",1,16,1
"effect",3,16,1
"envolv",1,16,1
"error",4,16,1
"estim",1,16,1
"exact",1,16,1
"experi",1,16,1
"exponenti",1,16,1
"factor",1,16,1
"find",1,16,1
"formula",1,16,1
"frontier",1,16,1
"futur",1,16,1
"gap",1,16,1
"geograph",1,16,1
"gilbert",1,16,1
"graph",1,16,1
"hard",2,16,1
"iii",1,16,1
"implic",1,16,1
"inact",1,16,1
"indic",2,16,1
"individu",1,16,1
"influenc",2,16,1
"inform",1,16,1
"insepar",1,16,1
"interest",2,16,1
"investig",1,16,1
"kei",1,16,1
"latin",1,16,1
"lation",1,16,1
"linearli",1,16,1
"link",1,16,1
"literatur",1,16,1
"mani",1,16,1
"mean",2,16,1
"method",3,16,1
"methodolog",1,16,1
"methodologi",1,16,1
"mont",2,16,1
"non",1,16,1
"note",1,16,1
"obtain",1,16,1
"occupi",1,16,1
"offer",1,16,1
"overestim",1,16,1
"point",1,16,1
"popu",1,16,1
"popul",6,16,1
"pour",1,16,1
"power",2,16,1
"priviledg",1,16,1
"probabilist",1,16,1
"probabl",2,16,1
"random",1,16,1
"rare",1,16,1
"reach",5,16,1
"reason",2,16,1
"reflect",1,16,1
"reformul",1,16,1
"regard",2,16,1
"relat",3,16,1
"research",2,16,1
"reveal",1,16,1
"sampl",8,16,1
"scenario",1,16,1
"scienc",4,16,1
"set",1,16,1
"side",1,16,1
"simul",2,16,1
"simula",1,16,1
"size",2,16,1
"snowbal",5,16,1
"social",2,16,1
"societi",2,16,1
"sociolog",1,16,1
"space",1,16,1
"standard",4,16,1
"statist",3,16,1
"statistician",1,16,1
"studi",3,16,1
"territori",1,16,1
"theori",1,16,1
"therefor",1,16,1
"though",1,16,1
"three",1,16,1
"tion",1,16,1
"toward",1,16,1
"try",1,16,1
"two",2,16,1
"upper",1,16,1
"vagu",1,16,1
"variabl",1,16,1
"view",1,16,1
"whether",1,16,1
"whole",1,16,1
"without",1,16,1
"word",1,16,1
"access",2,17,1
"also",1,17,1
"altern",2,17,1
"andréa",1,17,1
"aris",1,17,1
"avail",1,17,1
"big",3,17,1
"brief",1,17,1
"castro",1,17,1
"challeng",5,17,1
"ciência",1,17,1
"concept",1,17,1
"conclus",1,17,1
"consid",2,17,1
"continu",1,17,1
"contribut",1,17,1
"cope",1,17,1
"data",9,17,1
"debat",1,17,1
"definit",2,17,1
"differ",2,17,1
"diniz",1,17,1
"discuss",2,17,1
"emphasi",1,17,1
"escola",1,17,1
"especi",1,17,1
"estatística",1,17,1
"face",3,17,1
"final",2,17,1
"financ",1,17,1
"follow",1,17,1
"fund",1,17,1
"histori",2,17,1
"human",2,17,1
"ibg",1,17,1
"identifi",2,17,1
"integr",2,17,1
"involv",1,17,1
"kei",1,17,1
"keyword",1,17,1
"learn",1,17,1
"legisl",2,17,1
"lesson",1,17,1
"limit",2,17,1
"list",1,17,1
"mainli",2,17,1
"meet",1,17,1
"method",1,17,1
"methodolog",1,17,1
"nacion",1,17,1
"natália",1,17,1
"natur",2,17,1
"object",1,17,1
"opportun",1,17,1
"particular",1,17,1
"pertin",1,17,1
"point",3,17,1
"possibl",1,17,1
"present",4,17,1
"process",1,17,1
"produc",2,17,1
"product",7,17,1
"propos",2,17,1
"public",7,17,1
"relat",1,17,1
"relev",1,17,1
"research",1,17,1
"resourc",2,17,1
"seek",1,17,1
"silva",2,17,1
"sourc",4,17,1
"statist",10,17,1
"strategi",1,17,1
"supervisor",1,17,1
"techniqu",1,17,1
"technolog",1,17,1
"theme",1,17,1
"topic",1,17,1
"variou",1,17,1
"wai",1,17,1
"well",2,17,1
"will",1,17,1
"work",1,17,1
"accuraci",1,18,1
"add",1,18,1
"advisor",1,18,1
"agricultur",3,18,1
"altern",3,18,1
"andrea",1,18,1
"appear",1,18,1
"aspect",2,18,1
"assist",4,18,1
"author",1,18,1
"avail",1,18,1
"base",2,18,1
"better",4,18,1
"brazilian",1,18,1
"budget",1,18,1
"carri",1,18,1
"censu",1,18,1
"census",1,18,1
"central",1,18,1
"challeng",1,18,1
"cheaper",1,18,1
"ciência",1,18,1
"classif",1,18,1
"classifi",3,18,1
"combin",1,18,1
"compani",1,18,1
"compar",3,18,1
"complex",1,18,1
"composit",1,18,1
"consolid",1,18,1
"context",1,18,1
"corrobor",1,18,1
"data",4,18,1
"debat",1,18,1
"definit",1,18,1
"depend",1,18,1
"destin",1,18,1
"differ",3,18,1
"diniz",1,18,1
"disclos",1,18,1
"discuss",1,18,1
"dissert",1,18,1
"escola",1,18,1
"establish",1,18,1
"estatística",1,18,1
"experi",1,18,1
"face",3,18,1
"fewer",1,18,1
"final",1,18,1
"foster",1,18,1
"found",1,18,1
"gener",3,18,1
"global",1,18,1
"guimarã",1,18,1
"howev",1,18,1
"ibg",1,18,1
"ideal",1,18,1
"identifi",1,18,1
"impos",1,18,1
"increas",2,18,1
"indic",1,18,1
"inform",1,18,1
"institut",2,18,1
"involv",2,18,1
"keyword",1,18,1
"larger",1,18,1
"linkag",3,18,1
"literatur",3,18,1
"lower",1,18,1
"match",1,18,1
"maximum",1,18,1
"method",2,18,1
"metric",1,18,1
"minimum",1,18,1
"molina",1,18,1
"nacion",1,18,1
"nation",1,18,1
"necessarili",1,18,1
"offici",1,18,1
"order",1,18,1
"other",1,18,1
"pair",2,18,1
"perform",3,18,1
"precis",1,18,1
"present",1,18,1
"process",1,18,1
"produc",1,18,1
"product",1,18,1
"propos",1,18,1
"qualiti",1,18,1
"quantiti",1,18,1
"raphael",1,18,1
"record",3,18,1
"regist",1,18,1
"resourc",2,18,1
"result",1,18,1
"sampl",6,18,1
"scenario",2,18,1
"seek",1,18,1
"select",1,18,1
"sensit",2,18,1
"set",4,18,1
"show",3,18,1
"silva",1,18,1
"size",5,18,1
"statist",5,18,1
"subject",1,18,1
"supervis",1,18,1
"survei",1,18,1
"tradit",1,18,1
"train",7,18,1
"unassist",1,18,1
"unavail",1,18,1
"variabl",1,18,1
"variou",1,18,1
"whether",1,18,1
"whose",1,18,1
"yet",1,18,1
"abl",1,19,1
"accumul",2,19,1
"advent",1,19,1
"advisor",2,19,1
"also",1,19,1
"among",1,19,1
"antônio",1,19,1
"assum",1,19,1
"attempt",1,19,1
"barbara",1,19,1
"base",1,19,1
"beatriz",1,19,1
"becom",1,19,1
"boost",1,19,1
"brazil",2,19,1
"brought",1,19,1
"bruno",1,19,1
"can",1,19,1
"capit",1,19,1
"central",2,19,1
"centuri",1,19,1
"chang",3,19,1
"ciência",1,19,1
"cobo",1,19,1
"consequ",1,19,1
"consid",1,19,1
"consider",1,19,1
"consolid",2,19,1
"cours",1,19,1
"crucial",1,19,1
"dai",1,19,1
"debat",1,19,1
"definit",1,19,1
"dissemin",1,19,1
"dissert",1,19,1
"element",1,19,1
"emerg",1,19,1
"employ",1,19,1
"escola",1,19,1
"establish",1,19,1
"estatística",1,19,1
"even",2,19,1
"exist",1,19,1
"field",1,19,1
"flexibil",1,19,1
"flexibl",2,19,1
"fordist",1,19,1
"former",1,19,1
"geograph",1,19,1
"global",1,19,1
"great",1,19,1
"grow",1,19,1
"histor",1,19,1
"histori",1,19,1
"howev",1,19,1
"human",1,19,1
"ibg",1,19,1
"increas",1,19,1
"indic",2,19,1
"inform",1,19,1
"institut",1,19,1
"intern",1,19,1
"investig",2,19,1
"keyword",1,19,1
"labor",2,19,1
"lack",1,19,1
"life",1,19,1
"like",1,19,1
"main",1,19,1
"mainli",1,19,1
"maintain",1,19,1
"marqu",1,19,1
"menez",1,19,1
"methodologi",1,19,1
"miguel",1,19,1
"nacion",1,19,1
"nation",1,19,1
"new",1,19,1
"object",1,19,1
"oliveira",1,19,1
"organ",1,19,1
"paid",1,19,1
"particular",1,19,1
"path",1,19,1
"phenomenon",1,19,1
"pinho",1,19,1
"pndc",1,19,1
"precar",4,19,1
"precari",3,19,1
"present",1,19,1
"process",1,19,1
"produc",1,19,1
"public",2,19,1
"recent",1,19,1
"regim",3,19,1
"relat",3,19,1
"relev",2,19,1
"replac",1,19,1
"research",2,19,1
"revolut",1,19,1
"scientif",1,19,1
"signific",1,19,1
"soar",1,19,1
"social",2,19,1
"societi",1,19,1
"socioeconom",1,19,1
"space",1,19,1
"statist",1,19,1
"studi",2,19,1
"subject",1,19,1
"subsequ",1,19,1
"techniqu",1,19,1
"techno",1,19,1
"throughout",1,19,1
"time",1,19,1
"transform",1,19,1
"type",1,19,1
"undergo",1,19,1
"underw",1,19,1
"variou",1,19,1
"wage",1,19,1
"wai",2,19,1
"work",12,19,1
"world",1,19,1
"year",1,19,1
"advisor",2,20,1
"also",1,20,1
"among",1,20,1
"ana",1,20,1
"analysi",2,20,1
"banal",1,20,1
"becam",1,20,1
"bertho",1,20,1
"brazilian",1,20,1
"caetano",1,20,1
"carolina",1,20,1
"cartograph",1,20,1
"case",1,20,1
"certain",2,20,1
"ciência",1,20,1
"citi",1,20,1
"concept",1,20,1
"consequ",1,20,1
"contamin",1,20,1
"coronaviru",1,20,1
"covid",3,20,1
"creat",1,20,1
"crise",1,20,1
"cristina",1,20,1
"data",1,20,1
"detail",1,20,1
"determin",1,20,1
"differ",2,20,1
"disast",1,20,1
"diseas",1,20,1
"dra",2,20,1
"emphasi",1,20,1
"escola",1,20,1
"estatística",1,20,1
"event",1,20,1
"evid",1,20,1
"explan",1,20,1
"face",1,20,1
"factor",1,20,1
"fonseca",1,20,1
"gerai",2,20,1
"group",3,20,1
"grow",1,20,1
"health",3,20,1
"hous",1,20,1
"ibg",1,20,1
"identifi",1,20,1
"index",2,20,1
"inequ",1,20,1
"insert",1,20,1
"investig",1,20,1
"júlia",1,20,1
"keyword",1,20,1
"light",1,20,1
"marchesin",1,20,1
"mina",2,20,1
"mortal",1,20,1
"multivari",1,20,1
"municip",1,20,1
"nacion",1,20,1
"natur",1,20,1
"necessari",1,20,1
"new",1,20,1
"object",1,20,1
"offer",1,20,1
"oliveira",1,20,1
"opportun",1,20,1
"outcom",1,20,1
"pandem",1,20,1
"pattern",1,20,1
"process",1,20,1
"profa",2,20,1
"sever",1,20,1
"show",1,20,1
"soar",1,20,1
"social",4,20,1
"socio",1,20,1
"socioeconom",1,20,1
"sociospati",1,20,1
"space",1,20,1
"spatial",2,20,1
"spread",1,20,1
"stand",1,20,1
"state",1,20,1
"statist",1,20,1
"structur",1,20,1
"suscept",1,20,1
"thai",1,20,1
"tool",1,20,1
"undemocrat",1,20,1
"understand",1,20,1
"vulner",6,20,1
"well",1,20,1
"work",1,20,1
"=",3,1,2
"=",3,1,2
"access",1,1,2
"among",1,1,2
"analysi",2,1,2
"analyt",1,1,2
"analyz",1,1,2
"better",3,1,2
"black",1,1,2
"brazil",1,1,2
"case",1,1,2
"character",1,1,2
"citi",5,1,2
"cluster",10,1,2
"compar",1,1,2
"concentr",1,1,2
"condit",7,1,2
"consid",1,1,2
"context",2,1,2
"covid",9,1,2
"death",1,1,2
"descript",1,1,2
"detect",2,1,2
"develop",1,1,2
"diagnost",1,1,2
"difficulti",1,1,2
"diseas",1,1,2
"distribut",6,1,2
"divid",1,1,2
"ecolog",1,1,2
"eight",1,1,2
"encompass",2,1,2
"exploratori",1,1,2
"five",1,1,2
"given",1,1,2
"group",1,1,2
"held",1,1,2
"heterogen",1,1,2
"high",8,1,2
"higher",5,1,2
"highest",2,1,2
"hold",1,1,2
"identifi",4,1,2
"incid",10,1,2
"index",1,1,2
"infect",1,1,2
"influenc",1,1,2
"invers",1,1,2
"janeiro",2,1,2
"keyword",1,1,2
"know",1,1,2
"lethal",10,1,2
"level",1,1,2
"llr",3,1,2
"locat",1,1,2
"low",1,1,2
"lower",2,1,2
"lowest",1,1,2
"main",1,1,2
"medium",1,1,2
"mortal",10,1,2
"municip",1,1,2
"neighborhood",12,1,2
"object",1,1,2
"observ",2,1,2
"occurr",1,1,2
"older",1,1,2
"overlap",1,1,2
"part",1,1,2
"pattern",1,1,2
"peopl",3,1,2
"popul",5,1,2
"predominantli",1,1,2
"present",1,1,2
"proport",2,1,2
"rate",14,1,2
"recov",2,1,2
"relat",1,1,2
"relationship",1,1,2
"resid",1,1,2
"result",1,1,2
"rio",2,1,2
"risk",9,1,2
"scan",1,1,2
"sdi",9,1,2
"show",1,1,2
"signific",3,1,2
"social",2,1,2
"socioeconom",9,1,2
"spatial",9,1,2
"stage",1,1,2
"statist",1,1,2
"studi",3,1,2
"test",1,1,2
"total",1,1,2
"unit",1,1,2
"valu",3,1,2
"virtual",1,1,2
"vulner",2,1,2
"well",1,1,2
"white",1,1,2
"wors",3,1,2
"worst",3,1,2
"year",1,1,2
"addit",1,2,2
"adequ",1,2,2
"aed",2,2,2
"aegypti",1,2,2
"albopictu",1,2,2
"analysi",1,2,2
"arboviru",1,2,2
"assess",2,2,2
"better",1,2,2
"bite",1,2,2
"brazil",1,2,2
"care",1,2,2
"case",9,2,2
"caus",1,2,2
"challeng",1,2,2
"chanc",2,2,2
"character",2,2,2
"chikungunya",9,2,2
"chikv",1,2,2
"circul",2,2,2
"clinic",5,2,2
"close",1,2,2
"closur",1,2,2
"complet",2,2,2
"confirm",4,2,2
"consist",1,2,2
"contribut",1,2,2
"control",1,2,2
"criteria",3,2,2
"criterion",2,2,2
"dai",1,2,2
"data",1,2,2
"databas",1,2,2
"date",1,2,2
"definit",1,2,2
"demograph",1,2,2
"dengu",1,2,2
"detect",1,2,2
"devis",1,2,2
"diagnos",1,2,2
"diagnosi",2,2,2
"diseas",1,2,2
"distinct",1,2,2
"distribut",1,2,2
"educ",1,2,2
"emerg",1,2,2
"epidemiolog",7,2,2
"essenti",1,2,2
"express",1,2,2
"factor",1,2,2
"femal",2,2,2
"fever",2,2,2
"follow",1,2,2
"gold",1,2,2
"guid",1,2,2
"health",2,2,2
"heterogen",2,2,2
"higher",2,2,2
"homogen",1,2,2
"hospit",1,2,2
"identifi",2,2,2
"import",1,2,2
"incid",1,2,2
"increas",1,2,2
"individu",3,2,2
"infect",1,2,2
"inform",2,2,2
"janeiro",1,2,2
"keyword",1,2,2
"laboratori",5,2,2
"linear",1,2,2
"link",1,2,2
"mainli",1,2,2
"maintain",1,2,2
"metropolitan",3,2,2
"model",3,2,2
"monitor",1,2,2
"mosquito",1,2,2
"non",2,2,2
"notifi",1,2,2
"object",1,2,2
"occur",1,2,2
"onset",1,2,2
"opportun",1,2,2
"perform",1,2,2
"possibl",1,2,2
"pregnant",1,2,2
"process",1,2,2
"profil",1,2,2
"provid",1,2,2
"qualif",1,2,2
"qualifi",1,2,2
"race",1,2,2
"realiti",1,2,2
"record",1,2,2
"regard",1,2,2
"region",4,2,2
"report",2,2,2
"repres",1,2,2
"resid",1,2,2
"result",1,2,2
"rio",1,2,2
"rural",1,2,2
"senior",1,2,2
"sinan",1,2,2
"socio",1,2,2
"sought",1,2,2
"sourc",1,2,2
"standard",1,2,2
"start",1,2,2
"state",1,2,2
"strategi",1,2,2
"strengthen",1,2,2
"studi",3,2,2
"support",1,2,2
"surveil",3,2,2
"symptom",1,2,2
"systemat",1,2,2
"techniqu",1,2,2
"territori",1,2,2
"time",1,2,2
"transmiss",2,2,2
"understand",1,2,2
"urban",1,2,2
"viral",1,2,2
"viru",2,2,2
"whether",3,2,2
"white",1,2,2
"within",1,2,2
"women",1,2,2
"addit",1,3,2
"adopt",1,3,2
"aim",1,3,2
"analysi",3,3,2
"analyz",6,3,2
"area",1,3,2
"associ",1,3,2
"base",1,3,2
"brazil",4,3,2
"calcul",1,3,2
"canin",1,3,2
"carri",1,3,2
"case",1,3,2
"citi",1,3,2
"cluster",1,3,2
"consid",3,3,2
"cutoff",1,3,2
"cvl",1,3,2
"data",1,3,2
"decreas",1,3,2
"determin",1,3,2
"differ",1,3,2
"diseas",3,3,2
"distribut",1,3,2
"environment",1,3,2
"epidem",1,3,2
"epidemiologi",1,3,2
"epipoi",1,3,2
"exploratori",1,3,2
"final",1,3,2
"found",1,3,2
"geograph",1,3,2
"global",1,3,2
"health",2,3,2
"identifi",1,3,2
"immedi",1,3,2
"import",1,3,2
"incid",2,3,2
"increas",2,3,2
"index",1,3,2
"infect",1,3,2
"infecti",1,3,2
"investig",1,3,2
"joinpoint",1,3,2
"keyword",1,3,2
"kulldorf",1,3,2
"leishmaniasi",3,3,2
"lethal",1,3,2
"local",1,3,2
"mainten",1,3,2
"midwest",2,3,2
"ministri",1,3,2
"model",2,3,2
"moran",1,3,2
"nagarwalla",1,3,2
"north",2,3,2
"northeast",2,3,2
"notif",1,3,2
"observ",1,3,2
"occur",1,3,2
"occurr",1,3,2
"perform",1,3,2
"point",1,3,2
"preced",1,3,2
"problem",1,3,2
"proport",1,3,2
"propos",1,3,2
"public",1,3,2
"randomli",1,3,2
"rate",4,3,2
"region",3,3,2
"regress",1,3,2
"reinforc",1,3,2
"scan",1,3,2
"season",1,3,2
"secondari",1,3,2
"seriou",1,3,2
"sever",1,3,2
"show",1,3,2
"sinan",1,3,2
"social",1,3,2
"softwar",1,3,2
"south",1,3,2
"southeast",2,3,2
"space",5,3,2
"spatial",5,3,2
"spatio",1,3,2
"spatiotempor",2,3,2
"statist",1,3,2
"studi",1,3,2
"system",1,3,2
"tempor",4,3,2
"tend",1,3,2
"tendenc",1,3,2
"therefor",1,3,2
"time",5,3,2
"togeth",1,3,2
"transmiss",1,3,2
"trend",1,3,2
"urban",1,3,2
"variabl",1,3,2
"viscer",3,3,2
"vlhiv",1,3,2
"year",1,3,2
"accord",2,4,2
"administr",1,4,2
"affect",1,4,2
"airborn",1,4,2
"ambul",1,4,2
"analysi",1,4,2
"approach",1,4,2
"approxim",1,4,2
"arriv",1,4,2
"associ",1,4,2
"avoid",1,4,2
"bay",1,4,2
"bayesian",1,4,2
"becom",1,4,2
"bed",1,4,2
"biggest",1,4,2
"brazil",2,4,2
"can",1,4,2
"capit",1,4,2
"care",1,4,2
"case",4,4,2
"caus",1,4,2
"causal",1,4,2
"china",1,4,2
"citi",1,4,2
"communic",1,4,2
"compar",1,4,2
"conduct",1,4,2
"confirm",1,4,2
"consist",1,4,2
"contrast",1,4,2
"correl",1,4,2
"countri",2,4,2
"cov",1,4,2
"covid",4,4,2
"cri",3,4,2
"data",1,4,2
"decemb",1,4,2
"defin",1,4,2
"demograph",1,4,2
"demonstr",1,4,2
